Ticker,Days Active,Strategy Return,BOVA11 Return (Same Period),Outperformance,Active Today,RS > EMA21,Price > EMAs,Strategy Return %,BOVA11 Return %,Outperformance %
CMIG4,469,5.400591406896999,-0.05316107977296336,5.453752486669963,False,False,True,540.0591406896999,-5.316107977296336,545.3752486669963
MULT3,422,5.698148164983444,0.3014277318952583,5.396720433088185,True,True,True,569.8148164983444,30.14277318952583,539.6720433088185
VALE3,414,5.654207959240735,0.25817752946988426,5.3960304297708515,False,False,True,565.4207959240736,25.817752946988428,539.6030429770851
LREN3,312,5.673416595173866,0.29843176197890475,5.3749848331949615,False,False,True,567.3416595173866,29.843176197890475,537.4984833194961
BBDC3,368,6.260629156566412,0.8961468236699572,5.364482332896455,True,True,True,626.0629156566412,89.61468236699572,536.4482332896455
MGLU3,191,5.298200021992962,0.13849194893046035,5.159708073062501,True,True,True,529.8200021992961,13.849194893046036,515.9708073062501
ITSA4,496,5.4830556080748805,0.5069441965106631,4.976111411564217,True,True,True,548.3055608074881,50.69441965106631,497.6111411564217
EQTL3,394,5.377331242747277,0.5106245103376179,4.866706732409659,False,False,True,537.7331242747277,51.06245103376179,486.67067324096587
ENEV3,372,5.398210896356401,0.5560726663736333,4.842138229982768,False,False,True,539.8210896356401,55.60726663736333,484.21382299827684
SLCE3,353,4.579434358798117,-0.24017740082623706,4.819611759624355,False,False,True,457.9434358798118,-24.017740082623707,481.96117596243545
BBSE3,521,4.372275731616988,-0.3915878665977204,4.763863598214708,False,False,True,437.22757316169873,-39.15878665977204,476.38635982147076
RENT3,352,4.926568102123044,0.3867419031953365,4.539826198927708,True,True,True,492.6568102123044,38.67419031953365,453.9826198927708
WEGE3,409,4.123424820024245,-0.1371085750624923,4.260533395086737,False,False,True,412.3424820024245,-13.71085750624923,426.05333950867373
BRAV3,316,4.343150652122954,0.11682062678794547,4.226330025335009,True,True,True,434.31506521229545,11.682062678794548,422.63300253350087
PCAR3,211,4.363802945028518,0.2936676773308524,4.070135267697665,False,False,True,436.3802945028518,29.36676773308524,407.01352676976654
ENGI11,370,4.064331796331933,0.29733159695389144,3.7670001993780415,False,False,True,406.4331796331933,29.733159695389144,376.70001993780414
VIVT3,405,3.5477037182090205,-0.09521320467428529,3.642916922883306,True,True,True,354.770371820902,-9.521320467428529,364.2916922883306
CPFE3,430,3.2805217357002485,-0.14999019537805958,3.430511931078308,False,False,True,328.0521735700249,-14.999019537805957,343.0511931078308
RADL3,303,3.6296266741294927,0.28030560398691473,3.3493210701425777,False,False,True,362.96266741294926,28.030560398691474,334.9321070142578
BRAP4,337,3.3377907348979186,0.0740128720271862,3.2637778628707323,False,False,True,333.77907348979187,7.4012872027186205,326.37778628707326
SANB11,326,3.85846946348821,0.6045846211484918,3.253884842339718,False,False,True,385.846946348821,60.458462114849176,325.38848423397184
IRBR3,175,2.7778860844167066,0.2147442634209653,2.5631418209957415,False,False,True,277.78860844167065,21.474426342096532,256.31418209957417
RAIL3,297,2.735881970133194,0.17963022411202711,2.5562517460211667,False,False,False,273.58819701331936,17.96302241120271,255.62517460211666
SUZB3,315,2.40322668381035,-0.14905380599043316,2.5522804898007836,False,False,False,240.32266838103502,-14.905380599043315,255.22804898007837
TAEE11,392,2.3933856097498256,-0.14374345788710707,2.5371290676369327,False,False,True,239.33856097498256,-14.374345788710707,253.71290676369327
EGIE3,305,1.8362576550104794,-0.25862247015786033,2.0948801251683395,False,False,False,183.62576550104794,-25.862247015786032,209.48801251683395
ABEV3,316,2.3517606450862005,0.2621277257134351,2.0896329193727654,False,False,True,235.17606450862004,26.212772571343514,208.96329193727655
FLRY3,284,2.2954348994069576,0.2966287264604479,1.9988061729465096,False,False,True,229.54348994069576,29.66287264604479,199.88061729465096
AURE3,209,1.9660038668413202,0.07292996279587394,1.8930739040454463,False,False,False,196.60038668413202,7.292996279587394,189.30739040454463
CSAN3,183,1.8669729796586387,0.4024992062007091,1.4644737734579296,False,True,True,186.69729796586387,40.24992062007091,146.44737734579297
RAIZ4,156,1.3614758759517511,0.056523843778629956,1.3049520321731212,True,True,True,136.1475875951751,5.652384377862996,130.4952032173121
KLBN11,254,1.0165367546468524,-0.2067164319440491,1.2232531865909015,False,False,True,101.65367546468525,-20.671643194404908,122.32531865909016
ALOS3,172,1.677477138139198,0.5044446882181124,1.1730324499210856,False,False,True,167.7477138139198,50.44446882181124,117.30324499210856
AZZA3,41,0.651248630147365,0.09011240729876357,0.5611362228486014,False,False,True,65.1248630147365,9.011240729876357,56.11362228486014
ISAE4,77,0.38819511680747487,0.03367156369968227,0.3545235531077926,False,False,True,38.81951168074749,3.367156369968227,35.45235531077926
MOTV3,69,0.5313392230816436,0.22982258430335145,0.30151663877829216,False,False,True,53.13392230816436,22.982258430335143,30.151663877829215
EMBJ3,28,0.21970127987952215,0.12174887919714417,0.09795240068237798,False,False,True,21.970127987952214,12.174887919714417,9.7952400682378
NATU3,13,0.0771889400921657,0.02827720567770675,0.04891173441445895,True,True,True,7.71889400921657,2.827720567770675,4.891173441445895
